Time,Angelo HQ SF Eel Gage Water Temp Outside CS450 degC,Angelo HQ SF Eel Gage Water Temp Outside degC
12/15/2020 23:10,6.033,
12/15/2020 23:15,6.035,
12/15/2020 23:20,6.037,
12/15/2020 23:25,6.039,
12/15/2020 23:30,6.041,
12/15/2020 23:35,6.043,
12/15/2020 23:40,6.045,
12/15/2020 23:45,6.047,
12/15/2020 23:50,6.049,
12/15/2020 23:55,6.051,
12/16/2020 0:00,6.053,
12/16/2020 0:05,6.055,
12/16/2020 0:10,6.057,
12/16/2020 0:15,6.059,
12/16/2020 0:20,6.061,
12/16/2020 0:25,6.063,
12/16/2020 0:30,6.065,
12/16/2020 0:35,6.067,
12/16/2020 0:40,6.07,
12/16/2020 0:45,6.072,
12/16/2020 0:50,6.074,
12/16/2020 0:55,6.076,
12/16/2020 1:00,6.078,
12/16/2020 1:05,6.08,
12/16/2020 1:10,6.082,
12/16/2020 1:15,6.084,
12/16/2020 1:20,6.087,
12/16/2020 1:25,6.089,
12/16/2020 1:30,6.091,
12/16/2020 1:35,6.092,
12/16/2020 1:40,6.094,
12/16/2020 1:45,6.096,
12/16/2020 1:50,6.098,
12/16/2020 1:55,6.101,
12/16/2020 2:00,6.103,
12/16/2020 2:05,6.105,
12/16/2020 2:10,6.106,
12/16/2020 2:15,6.109,
12/16/2020 2:20,6.111,
12/16/2020 2:25,6.112,
12/16/2020 2:30,6.114,
12/16/2020 2:35,6.116,
12/16/2020 2:40,6.118,
12/16/2020 2:45,6.12,
12/16/2020 2:50,6.122,
12/16/2020 2:55,6.124,
12/16/2020 3:00,6.126,
12/16/2020 3:05,6.128,
12/16/2020 3:10,6.13,
12/16/2020 3:15,6.132,
12/16/2020 3:20,6.134,
12/16/2020 3:25,6.136,
12/16/2020 3:30,6.138,
12/16/2020 3:35,6.14,
12/16/2020 3:40,6.141,
12/16/2020 3:45,6.143,
12/16/2020 3:50,6.145,
12/16/2020 3:55,6.147,
12/16/2020 4:00,6.149,
12/16/2020 4:05,6.151,
12/16/2020 4:10,6.153,
12/16/2020 4:15,6.155,
12/16/2020 4:20,6.157,
12/16/2020 4:25,6.159,
12/16/2020 4:30,6.161,
12/16/2020 4:35,6.163,
12/16/2020 4:40,6.164,
12/16/2020 4:45,6.166,
12/16/2020 4:50,6.168,
12/16/2020 4:55,6.17,
12/16/2020 5:00,6.172,
12/16/2020 5:05,6.174,
12/16/2020 5:10,6.176,
12/16/2020 5:15,6.178,
12/16/2020 5:20,6.179,
12/16/2020 5:25,6.181,
12/16/2020 5:30,6.183,
12/16/2020 5:35,6.185,
12/16/2020 5:40,6.187,
12/16/2020 5:45,6.189,
12/16/2020 5:50,6.191,
12/16/2020 5:55,6.193,
12/16/2020 6:00,6.194,
12/16/2020 6:05,6.196,
12/16/2020 6:10,6.198,
12/16/2020 6:15,6.2,
12/16/2020 6:20,6.202,
12/16/2020 6:25,6.204,
12/16/2020 6:30,6.206,
12/16/2020 6:35,6.208,
12/16/2020 6:40,6.21,
12/16/2020 6:45,6.212,
12/16/2020 6:50,6.213,
12/16/2020 6:55,6.215,
12/16/2020 7:00,6.216,
12/16/2020 7:05,6.218,
12/16/2020 7:10,6.219,
12/16/2020 7:15,6.22,
12/16/2020 7:20,6.222,
12/16/2020 7:25,6.224,
12/16/2020 7:30,6.226,
12/16/2020 7:35,6.227,
12/16/2020 7:40,6.229,
12/16/2020 7:45,6.231,
12/16/2020 7:50,6.233,
12/16/2020 7:55,6.235,
12/16/2020 8:00,6.238,
12/16/2020 8:05,6.241,
12/16/2020 8:10,6.244,
12/16/2020 8:15,6.247,
12/16/2020 8:20,6.25,
12/16/2020 8:25,6.254,
12/16/2020 8:30,6.257,
12/16/2020 8:35,6.261,
12/16/2020 8:40,6.265,
12/16/2020 8:45,6.269,
12/16/2020 8:50,6.272,
12/16/2020 8:55,6.276,
12/16/2020 9:00,6.28,
12/16/2020 9:05,6.285,
12/16/2020 9:10,6.29,
12/16/2020 9:15,6.295,
12/16/2020 9:20,6.298,
12/16/2020 9:25,6.304,
12/16/2020 9:30,6.308,
12/16/2020 9:35,6.313,
12/16/2020 9:40,6.317,
12/16/2020 9:45,6.321,
12/16/2020 9:50,6.325,
12/16/2020 9:55,6.33,
12/16/2020 10:00,6.337,
12/16/2020 10:05,6.342,
12/16/2020 10:10,6.347,
12/16/2020 10:15,6.354,
12/16/2020 10:20,6.362,
12/16/2020 10:25,6.369,
12/16/2020 10:30,6.377,
12/16/2020 10:35,6.384,
12/16/2020 10:40,6.39,
12/16/2020 10:45,6.399,
12/16/2020 10:50,6.406,
12/16/2020 10:55,6.412,
12/16/2020 11:00,6.42,
12/16/2020 11:05,6.427,
12/16/2020 11:10,6.436,
12/16/2020 11:15,6.441,
12/16/2020 11:20,6.45,
12/16/2020 11:25,6.456,
12/16/2020 11:30,6.464,
12/16/2020 11:35,6.473,
12/16/2020 11:40,6.48,
12/16/2020 11:45,6.487,
12/16/2020 11:50,6.497,
12/16/2020 11:55,6.504,
12/16/2020 12:00,6.513,
12/16/2020 12:05,6.521,
12/16/2020 12:10,6.532,
12/16/2020 12:15,6.545,
12/16/2020 12:20,6.562,
12/16/2020 12:25,6.576,
12/16/2020 12:30,6.591,
12/16/2020 12:35,6.607,
12/16/2020 12:40,6.622,
12/16/2020 12:45,6.639,
12/16/2020 12:50,6.654,
12/16/2020 12:55,6.671,
12/16/2020 13:00,6.69,
12/16/2020 13:05,6.705,
12/16/2020 13:10,6.719,
12/16/2020 13:15,6.732,
12/16/2020 13:20,6.749,
12/16/2020 13:25,6.764,
12/16/2020 13:30,6.781,
12/16/2020 13:35,6.794,
12/16/2020 13:40,6.804,
12/16/2020 13:45,6.816,
12/16/2020 13:50,6.831,
12/16/2020 13:55,6.842,
12/16/2020 14:00,6.853,
12/16/2020 14:05,6.864,
12/16/2020 14:10,6.879,
12/16/2020 14:15,6.89,
12/16/2020 14:20,6.901,
12/16/2020 14:25,6.913,
12/16/2020 14:30,6.926,
12/16/2020 14:35,6.935,
12/16/2020 14:40,6.945,
12/16/2020 14:45,6.958,
12/16/2020 14:50,6.967,
12/16/2020 14:55,6.979,
12/16/2020 15:00,6.991,
12/16/2020 15:05,7.001,
12/16/2020 15:10,7.01,
12/16/2020 15:15,7.021,
12/16/2020 15:20,7.029,
12/16/2020 15:25,7.039,
12/16/2020 15:30,7.051,
12/16/2020 15:35,7.06,
12/16/2020 15:40,7.072,
12/16/2020 15:45,7.084,
12/16/2020 15:50,7.095,
12/16/2020 15:55,7.103,
12/16/2020 16:00,7.11,
12/16/2020 16:05,7.12,
12/16/2020 16:10,7.128,
12/16/2020 16:15,7.134,
12/16/2020 16:20,7.138,
12/16/2020 16:25,7.145,
12/16/2020 16:30,7.151,
12/16/2020 16:35,7.156,
12/16/2020 16:40,7.159,
12/16/2020 16:45,7.164,
12/16/2020 16:50,7.168,
12/16/2020 16:55,7.172,
12/16/2020 17:00,7.175,
12/16/2020 17:05,7.18,
12/16/2020 17:10,7.183,
12/16/2020 17:15,7.186,
12/16/2020 17:20,7.189,
12/16/2020 17:25,7.19,
12/16/2020 17:30,7.192,
12/16/2020 17:35,7.193,
12/16/2020 17:40,7.194,
12/16/2020 17:45,7.194,
12/16/2020 17:50,7.195,
12/16/2020 17:55,7.194,
12/16/2020 18:00,7.194,
12/16/2020 18:05,7.192,
12/16/2020 18:10,7.192,
12/16/2020 18:15,7.191,
12/16/2020 18:20,7.19,
12/16/2020 18:25,7.189,
12/16/2020 18:30,7.188,
12/16/2020 18:35,7.188,
12/16/2020 18:40,7.188,
12/16/2020 18:45,7.188,
12/16/2020 18:50,7.189,
12/16/2020 18:55,7.189,
12/16/2020 19:00,7.189,
12/16/2020 19:05,7.19,
12/16/2020 19:10,7.191,
12/16/2020 19:15,7.193,
12/16/2020 19:20,7.196,
12/16/2020 19:25,7.199,
12/16/2020 19:30,7.203,
12/16/2020 19:35,7.208,
12/16/2020 19:40,7.217,
12/16/2020 19:45,7.225,
12/16/2020 19:50,7.235,
12/16/2020 19:55,7.243,
12/16/2020 20:00,7.252,
12/16/2020 20:05,7.261,
12/16/2020 20:10,7.273,
12/16/2020 20:15,7.286,
12/16/2020 20:20,7.3,
12/16/2020 20:25,7.316,
12/16/2020 20:30,7.331,
12/16/2020 20:35,7.35,
12/16/2020 20:40,7.366,
12/16/2020 20:45,7.38,
12/16/2020 20:50,7.394,
12/16/2020 20:55,7.407,
12/16/2020 21:00,7.422,
12/16/2020 21:05,7.438,
12/16/2020 21:10,7.46,
12/16/2020 21:15,7.482,
12/16/2020 21:20,7.502,
12/16/2020 21:25,7.521,
12/16/2020 21:30,7.542,
12/16/2020 21:35,7.568,
12/16/2020 21:40,7.589,
12/16/2020 21:45,7.608,
12/16/2020 21:50,7.624,
12/16/2020 21:55,7.637,
12/16/2020 22:00,7.65,
12/16/2020 22:05,7.662,
12/16/2020 22:10,7.673,
12/16/2020 22:15,7.684,
12/16/2020 22:20,7.698,
12/16/2020 22:25,7.715,
12/16/2020 22:30,7.73,
12/16/2020 22:35,7.742,
12/16/2020 22:40,7.754,
12/16/2020 22:45,7.766,
12/16/2020 22:50,7.777,
12/16/2020 22:55,7.788,
12/16/2020 23:00,7.798,
12/16/2020 23:05,7.806,
12/16/2020 23:10,7.812,
12/16/2020 23:15,7.815,
12/16/2020 23:20,7.818,
12/16/2020 23:25,7.821,
12/16/2020 23:30,7.823,
12/16/2020 23:35,7.826,
12/16/2020 23:40,7.829,
12/16/2020 23:45,7.836,
12/16/2020 23:50,7.847,
12/16/2020 23:55,7.866,
12/17/2020 0:00,7.893,
12/17/2020 0:05,7.929,
12/17/2020 0:10,7.973,
12/17/2020 0:15,8.02,
12/17/2020 0:20,8.08,
12/17/2020 0:25,8.13,
12/17/2020 0:30,8.17,
12/17/2020 0:35,8.2,
12/17/2020 0:40,8.22,
12/17/2020 0:45,8.23,
12/17/2020 0:50,8.22,
12/17/2020 0:55,8.22,
12/17/2020 1:00,8.2,
12/17/2020 1:05,8.19,
12/17/2020 1:10,8.18,
12/17/2020 1:15,8.18,
12/17/2020 1:20,8.19,
12/17/2020 1:25,8.22,
12/17/2020 1:30,8.25,
12/17/2020 1:35,8.3,
12/17/2020 1:40,8.36,
12/17/2020 1:45,8.42,
12/17/2020 1:50,8.48,
12/17/2020 1:55,8.55,
12/17/2020 2:00,8.61,
12/17/2020 2:05,8.67,
12/17/2020 2:10,8.72,
12/17/2020 2:15,8.76,
12/17/2020 2:20,8.79,
12/17/2020 2:25,8.82,
12/17/2020 2:30,8.84,
12/17/2020 2:35,8.86,
12/17/2020 2:40,8.87,
12/17/2020 2:45,8.89,
12/17/2020 2:50,8.9,
12/17/2020 2:55,8.91,
12/17/2020 3:00,8.92,
12/17/2020 3:05,8.93,
12/17/2020 3:10,8.94,
12/17/2020 3:15,8.95,
12/17/2020 3:20,8.96,
12/17/2020 3:25,8.97,
12/17/2020 3:30,8.97,
12/17/2020 3:35,8.98,
12/17/2020 3:40,8.99,
12/17/2020 3:45,8.99,
12/17/2020 3:50,9,
12/17/2020 3:55,9,
12/17/2020 4:00,9.01,
12/17/2020 4:05,9.01,
12/17/2020 4:10,9.01,
12/17/2020 4:15,9.01,
12/17/2020 4:20,9.02,
12/17/2020 4:25,9.02,
12/17/2020 4:30,9.02,
12/17/2020 4:35,9.02,
12/17/2020 4:40,9.03,
12/17/2020 4:45,9.03,
12/17/2020 4:50,9.03,
12/17/2020 4:55,9.03,
12/17/2020 5:00,9.03,
12/17/2020 5:05,9.03,
12/17/2020 5:10,9.03,
12/17/2020 5:15,9.03,
12/17/2020 5:20,9.03,
12/17/2020 5:25,9.03,
12/17/2020 5:30,9.03,
12/17/2020 5:35,9.03,
12/17/2020 5:40,9.03,
12/17/2020 5:45,9.03,
12/17/2020 5:50,9.03,
12/17/2020 5:55,9.03,
12/17/2020 6:00,9.03,
12/17/2020 6:05,9.03,
12/17/2020 6:10,9.03,
12/17/2020 6:15,9.03,
12/17/2020 6:20,9.02,
12/17/2020 6:25,9.02,
12/17/2020 6:30,9.02,
12/17/2020 6:35,9.02,
12/17/2020 6:40,9.02,
12/17/2020 6:45,9.02,
12/17/2020 6:50,9.02,
12/17/2020 6:55,9.01,
12/17/2020 7:00,9.01,
12/17/2020 7:05,9.01,
12/17/2020 7:10,9.01,
12/17/2020 7:15,9.01,
12/17/2020 7:20,9.01,
12/17/2020 7:25,9,
12/17/2020 7:30,9,
12/17/2020 7:35,9,
12/17/2020 7:40,9,
12/17/2020 7:45,8.99,
12/17/2020 7:50,8.99,
12/17/2020 7:55,8.99,
12/17/2020 8:00,8.98,
12/17/2020 8:05,8.98,
12/17/2020 8:10,8.98,
12/17/2020 8:15,8.97,
12/17/2020 8:20,8.97,
12/17/2020 8:25,8.97,
12/17/2020 8:30,8.96,
12/17/2020 8:35,8.96,
12/17/2020 8:40,8.95,
12/17/2020 8:45,8.95,
12/17/2020 8:50,8.95,
12/17/2020 8:55,8.94,
12/17/2020 9:00,8.94,
12/17/2020 9:05,8.94,
12/17/2020 9:10,8.93,
12/17/2020 9:15,8.92,
12/17/2020 9:20,8.92,
12/17/2020 9:25,8.92,
12/17/2020 9:30,8.92,
12/17/2020 9:35,8.91,
12/17/2020 9:40,8.91,
12/17/2020 9:45,8.91,
12/17/2020 9:50,8.91,
12/17/2020 9:55,8.9,
12/17/2020 10:00,8.9,
12/17/2020 10:05,8.9,
12/17/2020 10:10,8.89,
12/17/2020 10:15,8.89,
12/17/2020 10:20,8.89,
12/17/2020 10:25,8.88,
12/17/2020 10:30,8.88,
12/17/2020 10:35,8.88,
12/17/2020 10:40,8.88,
12/17/2020 10:45,8.87,
12/17/2020 10:50,8.87,
12/17/2020 10:55,8.87,
12/17/2020 11:00,8.87,
12/17/2020 11:05,8.86,
12/17/2020 11:10,8.86,
12/17/2020 11:15,8.86,
12/17/2020 11:20,8.87,
12/17/2020 11:25,8.87,
12/17/2020 11:30,8.87,
12/17/2020 11:35,8.87,
12/17/2020 11:40,8.88,
12/17/2020 11:45,8.88,
12/17/2020 11:50,8.88,
12/17/2020 11:55,8.88,
12/17/2020 12:00,8.88,
12/17/2020 12:05,8.88,
12/17/2020 12:10,8.89,
12/17/2020 12:15,8.89,
12/17/2020 12:20,8.89,
12/17/2020 12:25,8.9,
12/17/2020 12:30,8.9,
12/17/2020 12:35,8.9,
12/17/2020 12:40,8.9,
12/17/2020 12:45,8.9,
12/17/2020 12:50,8.9,
12/17/2020 12:55,8.9,
12/17/2020 13:00,8.91,
12/17/2020 13:05,8.91,
12/17/2020 13:10,8.91,
12/17/2020 13:15,8.91,
12/17/2020 13:20,8.91,
12/17/2020 13:25,8.91,
12/17/2020 13:30,8.92,
12/17/2020 13:35,8.92,
12/17/2020 13:40,8.92,
12/17/2020 13:45,8.92,
12/17/2020 13:50,8.93,
12/17/2020 13:55,8.93,
12/17/2020 14:00,8.93,
12/17/2020 14:05,8.94,
12/17/2020 14:10,8.94,
12/17/2020 14:15,8.95,
12/17/2020 14:20,8.95,
12/17/2020 14:25,8.95,
12/17/2020 14:30,8.95,
12/17/2020 14:35,8.95,
12/17/2020 14:40,8.95,
12/17/2020 14:45,8.94,
12/17/2020 14:50,8.94,
12/17/2020 14:55,8.93,
12/17/2020 15:00,8.92,
12/17/2020 15:05,8.92,
12/17/2020 15:10,8.91,
12/17/2020 15:15,8.9,
12/17/2020 15:20,8.89,
12/17/2020 15:25,8.88,
12/17/2020 15:30,8.87,
12/17/2020 15:35,8.86,
12/17/2020 15:40,8.84,
12/17/2020 15:45,8.83,
12/17/2020 15:50,8.82,
12/17/2020 15:55,8.8,
12/17/2020 16:00,8.79,
12/17/2020 16:05,8.78,
12/17/2020 16:10,8.77,
12/17/2020 16:15,8.75,
12/17/2020 16:20,8.74,
12/17/2020 16:25,8.73,
12/17/2020 16:30,8.72,
12/17/2020 16:35,8.71,
12/17/2020 16:40,8.7,
12/17/2020 16:45,8.68,
12/17/2020 16:50,8.67,
12/17/2020 16:55,8.66,
12/17/2020 17:00,8.65,
12/17/2020 17:05,8.64,
12/17/2020 17:10,8.63,
12/17/2020 17:15,8.62,
12/17/2020 17:20,8.61,
12/17/2020 17:25,8.6,
12/17/2020 17:30,8.59,
12/17/2020 17:35,8.58,
12/17/2020 17:40,8.57,
12/17/2020 17:45,8.56,
12/17/2020 17:50,8.55,
12/17/2020 17:55,8.54,
12/17/2020 18:00,8.53,
12/17/2020 18:05,8.52,
12/17/2020 18:10,8.51,
12/17/2020 18:15,8.5,
12/17/2020 18:20,8.49,
12/17/2020 18:25,8.47,
12/17/2020 18:30,8.46,
12/17/2020 18:35,8.45,
12/17/2020 18:40,8.44,
12/17/2020 18:45,8.43,
12/17/2020 18:50,8.42,
12/17/2020 18:55,8.41,
12/17/2020 19:00,8.4,
12/17/2020 19:05,8.39,
12/17/2020 19:10,8.38,
12/17/2020 19:15,8.37,
12/17/2020 19:20,8.36,
12/17/2020 19:25,8.35,
12/17/2020 19:30,8.34,
12/17/2020 19:35,8.33,
12/17/2020 19:40,8.32,
12/17/2020 19:45,8.31,
12/17/2020 19:50,8.3,
12/17/2020 19:55,8.29,
12/17/2020 20:00,8.28,
12/17/2020 20:05,8.27,
12/17/2020 20:10,8.26,
12/17/2020 20:15,8.25,
12/17/2020 20:20,8.24,
12/17/2020 20:25,8.23,
12/17/2020 20:30,8.22,
12/17/2020 20:35,8.21,
12/17/2020 20:40,8.2,
12/17/2020 20:45,8.19,
12/17/2020 20:50,8.18,
12/17/2020 20:55,8.17,
12/17/2020 21:00,8.16,
12/17/2020 21:05,8.15,
12/17/2020 21:10,8.14,
12/17/2020 21:15,8.13,
12/17/2020 21:20,8.11,
12/17/2020 21:25,8.1,
12/17/2020 21:30,8.09,
12/17/2020 21:35,8.08,
12/17/2020 21:40,8.07,
12/17/2020 21:45,8.06,
12/17/2020 21:50,8.05,
12/17/2020 21:55,8.04,
12/17/2020 22:00,8.03,
12/17/2020 22:05,8.02,
12/17/2020 22:10,8.01,
12/17/2020 22:15,7.998,
12/17/2020 22:20,7.988,
12/17/2020 22:25,7.978,
12/17/2020 22:30,7.967,
12/17/2020 22:35,7.957,
12/17/2020 22:40,7.946,
12/17/2020 22:45,7.935,
12/17/2020 22:50,7.924,
12/17/2020 22:55,7.914,
12/17/2020 23:00,7.904,
12/17/2020 23:05,7.893,
12/17/2020 23:10,7.882,
12/17/2020 23:15,7.871,
12/17/2020 23:20,7.86,
12/17/2020 23:25,7.849,
12/17/2020 23:30,7.838,
12/17/2020 23:35,7.827,
12/17/2020 23:40,7.817,
12/17/2020 23:45,7.806,
12/17/2020 23:50,7.794,
12/17/2020 23:55,7.784,
12/18/2020 0:00,7.773,
12/18/2020 0:05,7.763,
12/18/2020 0:10,7.754,
12/18/2020 0:15,7.746,
